"","genes_list","description"
"8617","MAGI3","membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]"
"8618","MAGIX","MAGI family member, X-linked [Source:HGNC Symbol;Acc:HGNC:30006]"
"8619","MAGOHB","mago homolog B, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:25504]"
"8620","MAGT1","magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]"
"8621","MAIP1","matrix AAA peptidase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26198]"
"8622","MAJIN","membrane anchored junction protein [Source:HGNC Symbol;Acc:HGNC:27441]"
"8623","MAK","male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]"
"8624","MAK16","MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703]"
"8625","MAL","mal, T cell differentiation protein [Source:HGNC Symbol;Acc:HGNC:6817]"
"8626","MAL2","mal, T cell differentiation protein 2 [Source:HGNC Symbol;Acc:HGNC:13634]"
"8627","MALL","mal, T cell differentiation protein like [Source:HGNC Symbol;Acc:HGNC:6818]"
"8628","MALRD1","MAM and LDL receptor class A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24331]"
"8629","MALSU1","mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721]"
"8630","MALT1","MALT1 paracaspase [Source:HGNC Symbol;Acc:HGNC:6819]"
"8631","MAMDC2","MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]"
"8632","MAMDC4","MAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24083]"
"8633","MAML1","mastermind like transcriptional coactivator 1 [Source:HGNC Symbol;Acc:HGNC:13632]"
"8634","MAML2","mastermind like transcriptional coactivator 2 [Source:HGNC Symbol;Acc:HGNC:16259]"
"8635","MAML3","mastermind like transcriptional coactivator 3 [Source:HGNC Symbol;Acc:HGNC:16272]"
"8636","MAMLD1","mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]"
"8637","MAMSTR","MEF2 activating motif and SAP domain containing transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:26689]"
"8638","MAN1A1","mannosidase alpha class 1A member 1 [Source:HGNC Symbol;Acc:HGNC:6821]"
"8639","MAN1A2","mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]"
"8640","MAN1B1","mannosidase alpha class 1B member 1 [Source:HGNC Symbol;Acc:HGNC:6823]"
"8641","MAN1C1","mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]"
"8642","MAN2A1","mannosidase alpha class 2A member 1 [Source:HGNC Symbol;Acc:HGNC:6824]"
"8643","MAN2A2","mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]"
"8644","MAN2B1","mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826]"
"8645","MAN2B2","mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]"
"8646","MAN2C1","mannosidase alpha class 2C member 1 [Source:HGNC Symbol;Acc:HGNC:6827]"
"8647","MANBA","mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831]"
"8648","MANBAL","mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]"
"8649","MANEA","mannosidase endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072]"
"8650","MANF","mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]"
"8651","MANSC1","MANSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25505]"
"8652","MANSC4","MANSC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:40023]"
"8653","MAOA","monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]"
"8654","MAOB","monoamine oxidase B [Source:HGNC Symbol;Acc:HGNC:6834]"
"8655","MAP10","microtubule associated protein 10 [Source:HGNC Symbol;Acc:HGNC:29265]"
"8656","MAP11",NA
"8657","MAP1A","microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]"
"8658","MAP1B","microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]"
"8659","MAP1LC3A","microtubule associated protein 1 light chain 3 alpha [Source:HGNC Symbol;Acc:HGNC:6838]"
"8660","MAP1LC3B2","microtubule associated protein 1 light chain 3 beta 2 [Source:HGNC Symbol;Acc:HGNC:34390]"
"8661","MAP1LC3C","microtubule associated protein 1 light chain 3 gamma [Source:HGNC Symbol;Acc:HGNC:13353]"
"8662","MAP1S","microtubule associated protein 1S [Source:HGNC Symbol;Acc:HGNC:15715]"
"8663","MAP2","microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]"
"8664","MAP2K1","mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6840]"
"8665","MAP2K2","mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6842]"
"8666","MAP2K3","mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]"
"8667","MAP2K4","mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844]"
"8668","MAP2K5","mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6845]"
"8669","MAP2K6","mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846]"
"8670","MAP2K7","mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]"
"8671","MAP3K1","mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848]"
"8672","MAP3K10","mitogen-activated protein kinase kinase kinase 10 [Source:HGNC Symbol;Acc:HGNC:6849]"
"8673","MAP3K11","mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]"
"8674","MAP3K12","mitogen-activated protein kinase kinase kinase 12 [Source:HGNC Symbol;Acc:HGNC:6851]"
"8675","MAP3K13","mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852]"
"8676","MAP3K14","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]"
"8677","MAP3K15","mitogen-activated protein kinase kinase kinase 15 [Source:HGNC Symbol;Acc:HGNC:31689]"
"8678","MAP3K19","mitogen-activated protein kinase kinase kinase 19 [Source:HGNC Symbol;Acc:HGNC:26249]"
"8679","MAP3K2","mitogen-activated protein kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6854]"
"8680","MAP3K20","mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]"
"8681","MAP3K21","mitogen-activated protein kinase kinase kinase 21 [Source:HGNC Symbol;Acc:HGNC:29798]"
"8682","MAP3K3","mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6855]"
"8683","MAP3K4","mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6856]"
"8684","MAP3K5","mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]"
"8685","MAP3K6","mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]"
"8686","MAP3K7","mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]"
"8687","MAP3K7CL","MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]"
"8688","MAP3K8","mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]"
"8689","MAP3K9","mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]"
"8690","MAP4","microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]"
"8691","MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]"
"8692","MAP4K2","mitogen-activated protein kinase kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6864]"
"8693","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]"
"8694","MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]"
"8695","MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867]"
"8696","MAP6","microtubule associated protein 6 [Source:HGNC Symbol;Acc:HGNC:6868]"
"8697","MAP6D1","MAP6 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25753]"
"8698","MAP7","microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]"
"8699","MAP7D1","MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]"
"8700","MAP7D2","MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]"
"8701","MAP7D3","MAP7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25742]"
"8702","MAP9","microtubule associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118]"
"8703","MAPK1","mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]"
"8704","MAPK10","mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:HGNC:6872]"
"8705","MAPK11","mitogen-activated protein kinase 11 [Source:HGNC Symbol;Acc:HGNC:6873]"
"8706","MAPK12","mitogen-activated protein kinase 12 [Source:HGNC Symbol;Acc:HGNC:6874]"
"8707","MAPK13","mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]"
"8708","MAPK14","mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]"
"8709","MAPK15","mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667]"
"8710","MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840]"
"8711","MAPK3","mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]"
"8712","MAPK4","mitogen-activated protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:6878]"
"8713","MAPK6","mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879]"
"8714","MAPK7","mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:HGNC:6880]"
"8715","MAPK8","mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:HGNC:6881]"
"8716","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]"
"8717","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]"
"8718","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:6884]"
"8719","MAPK9","mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]"
"8720","MAPKAP1","MAPK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752]"
"8721","MAPKAPK2","MAPK activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]"
"8722","MAPKAPK3","MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888]"
"8723","MAPKAPK5","MAPK activated protein kinase 5 [Source:HGNC Symbol;Acc:HGNC:6889]"
"8724","MAPKBP1","mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]"
"8725","MAPRE1","microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890]"
"8726","MAPRE2","microtubule associated protein RP/EB family member 2 [Source:HGNC Symbol;Acc:HGNC:6891]"
"8727","MAPRE3","microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]"
"8728","MAPT","microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]"
"8729","MARC1",NA
"8730","MARC2",NA
"8731","MARCH1",NA
"8732","MARCH10",NA
"8733","MARCH11",NA
"8734","MARCH2",NA
"8735","MARCH3",NA
"8736","MARCH4",NA
"8737","MARCH5",NA
"8738","MARCH6",NA
"8739","MARCH7",NA
"8740","MARCH8",NA
"8741","MARCH9",NA
"8742","MARCKS","myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]"
"8743","MARCKSL1","MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142]"
"8744","MARCO","macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]"
"8745","MARCOL","MARCO like [Source:HGNC Symbol;Acc:HGNC:53644]"
"8746","MARF1","meiosis regulator and mRNA stability factor 1 [Source:HGNC Symbol;Acc:HGNC:29562]"
"8747","MARK1","microtubule affinity regulating kinase 1 [Source:HGNC Symbol;Acc:HGNC:6896]"
"8748","MARK2","microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]"
"8749","MARK3","microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897]"
"8750","MARK4","microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]"
"8751","MARS",NA
"8752","MARS2","methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]"
"8753","MARVELD1","MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]"
"8754","MARVELD2","MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]"
"8755","MARVELD3","MARVEL domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30525]"
"8756","MAS1","MAS1 proto-oncogene, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:6899]"
"8757","MAS1L","MAS1 proto-oncogene like, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:13961]"
"8758","MASP1","MBL associated serine protease 1 [Source:HGNC Symbol;Acc:HGNC:6901]"
"8759","MASP2","MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]"
"8760","MAST1","microtubule associated serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:19034]"
"8761","MAST2","microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]"
"8762","MAST3","microtubule associated serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19036]"
"8763","MAST4","microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]"
"8764","MASTL","microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]"
"8765","MAT1A","methionine adenosyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:6903]"
"8766","MAT2A","methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]"
"8767","MAT2B","methionine adenosyltransferase 2 non-catalytic beta subunit [Source:HGNC Symbol;Acc:HGNC:6905]"
"8768","MATK","megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]"
"8769","MATN1","matrilin 1 [Source:HGNC Symbol;Acc:HGNC:6907]"
"8770","MATN2","matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]"
"8771","MATN3","matrilin 3 [Source:HGNC Symbol;Acc:HGNC:6909]"
"8772","MATN4","matrilin 4 [Source:HGNC Symbol;Acc:HGNC:6910]"
"8773","MATR3","matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]"
"8775","MAU2","MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:HGNC:29140]"
"8776","MAVS","mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]"
"8777","MAX","MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913]"
"8778","MAZ","MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]"
"8779","MB","myoglobin [Source:HGNC Symbol;Acc:HGNC:6915]"
"8780","MB21D2","Mab-21 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30438]"
"8781","MBD1","methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:HGNC:6916]"
"8782","MBD2","methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]"
"8783","MBD3","methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918]"
"8784","MBD3L1","methyl-CpG binding domain protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:15774]"
"8785","MBD3L2B","methyl-CpG binding domain protein 3 like 2B [Source:HGNC Symbol;Acc:HGNC:53435]"
"8786","MBD4","methyl-CpG binding domain 4, DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:6919]"
"8787","MBD5","methyl-CpG binding domain protein 5 [Source:HGNC Symbol;Acc:HGNC:20444]"
"8788","MBD6","methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:HGNC:20445]"
"8789","MBIP","MAP3K12 binding inhibitory protein 1 [Source:HGNC Symbol;Acc:HGNC:20427]"
"8790","MBL2","mannose binding lectin 2 [Source:HGNC Symbol;Acc:HGNC:6922]"
"8791","MBLAC1","metallo-beta-lactamase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22180]"
"8792","MBLAC2","metallo-beta-lactamase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33711]"
"8793","MBNL1","muscleblind like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923]"
"8794","MBNL2","muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]"
"8795","MBNL3","muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]"
"8796","MBOAT1","membrane bound O-acyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21579]"
"8797","MBOAT2","membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]"
"8798","MBOAT4","membrane bound O-acyltransferase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32311]"
"8799","MBOAT7","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]"
"8800","MBP","myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925]"
"8801","MBTD1","mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]"
"8802","MBTPS1","membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]"
"8803","MBTPS2","membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]"
"8804","MC1R","melanocortin 1 receptor [Source:HGNC Symbol;Acc:HGNC:6929]"
"8805","MC2R","melanocortin 2 receptor [Source:HGNC Symbol;Acc:HGNC:6930]"
"8806","MC3R","melanocortin 3 receptor [Source:HGNC Symbol;Acc:HGNC:6931]"
"8807","MC4R","melanocortin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6932]"
"8808","MC5R","melanocortin 5 receptor [Source:HGNC Symbol;Acc:HGNC:6933]"
"8809","MCAM","melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]"
"8810","MCAT","malonyl-CoA-acyl carrier protein transacylase [Source:HGNC Symbol;Acc:HGNC:29622]"
"8811","MCC","MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935]"
"8812","MCCC1","methylcrotonyl-CoA carboxylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:6936]"
"8813","MCCC2","methylcrotonyl-CoA carboxylase subunit 2 [Source:HGNC Symbol;Acc:HGNC:6937]"
"8814","MCCD1","mitochondrial coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:20668]"
"8815","MCEE","methylmalonyl-CoA epimerase [Source:HGNC Symbol;Acc:HGNC:16732]"
"8816","MCEMP1","mast cell expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]"
"8817","MCF2","MCF.2 cell line derived transforming sequence [Source:HGNC Symbol;Acc:HGNC:6940]"
"8818","MCF2L","MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]"
"8819","MCF2L2","MCF.2 cell line derived transforming sequence-like 2 [Source:HGNC Symbol;Acc:HGNC:30319]"
"8820","MCFD2","multiple coagulation factor deficiency 2, ER cargo receptor complex subunit [Source:HGNC Symbol;Acc:HGNC:18451]"
"8821","MCHR1","melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]"
"8822","MCHR2","melanin concentrating hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:20867]"
"8823","MCIDAS","multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:HGNC Symbol;Acc:HGNC:40050]"
"8824","MCL1","MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]"
"8825","MCM10","minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]"
"8826","MCM2","minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]"
"8827","MCM3","minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]"
"8828","MCM3AP","minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946]"
"8829","MCM4","minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947]"
"8830","MCM5","minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]"
"8831","MCM6","minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]"
"8832","MCM7","minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]"
"8833","MCM8","minichromosome maintenance 8 homologous recombination repair factor [Source:HGNC Symbol;Acc:HGNC:16147]"
"8834","MCM9","minichromosome maintenance 9 homologous recombination repair factor [Source:HGNC Symbol;Acc:HGNC:21484]"
"8835","MCMBP","minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]"
"8836","MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]"
"8837","MCOLN1","mucolipin TRP cation channel 1 [Source:HGNC Symbol;Acc:HGNC:13356]"
"8838","MCOLN2","mucolipin TRP cation channel 2 [Source:HGNC Symbol;Acc:HGNC:13357]"
"8839","MCOLN3","mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]"
"8840","MCPH1","microcephalin 1 [Source:HGNC Symbol;Acc:HGNC:6954]"
"8841","MCRIP1","MAPK regulated corepressor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28007]"
"8842","MCRIP2","MAPK regulated corepressor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:14142]"
"8843","MCRS1","microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]"
"8844","MCTP1","multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183]"
"8845","MCTP2","multiple C2 and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25636]"
"8846","MCU","mitochondrial calcium uniporter [Source:HGNC Symbol;Acc:HGNC:23526]"
"8847","MCUB","mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]"
"8848","MCUR1","mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:HGNC:21097]"
"8849","MDC1","mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]"
"8850","MDFI","MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]"
"8851","MDFIC","MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]"
"8852","MDFIC2","MyoD family inhibitor domain containing 2 [Source:HGNC Symbol;Acc:HGNC:53442]"
"8853","MDGA1","MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:HGNC Symbol;Acc:HGNC:19267]"
"8854","MDGA2","MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:HGNC Symbol;Acc:HGNC:19835]"
"8855","MDH1","malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]"
"8856","MDH1B","malate dehydrogenase 1B [Source:HGNC Symbol;Acc:HGNC:17836]"
"8857","MDH2","malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]"
"8858","MDK","midkine [Source:HGNC Symbol;Acc:HGNC:6972]"
"8859","MDM1","Mdm1 nuclear protein [Source:HGNC Symbol;Acc:HGNC:29917]"
